Timestamp;participantsID;Visualisierung:;Skill:;1.;2.;3.;4.;5.;6.;7.;8.;9.;10.
2018/12/06 9:20:36 AM MEZ;1;Human;SMS;2;4;5;2;3;3;6;6;2;6
2018/12/06 9:45:56 AM MEZ;1;Abstract;SMS;2;6;3;2;5;6;7;6;2;6
2018/12/06 9:55:11 AM MEZ;1;Invisible;WEATHER;1;7;1;3;4;7;7;5;1;7
2018/12/06 10:02:04 AM MEZ;1;Invisible;SMS;1;7;1;2;6;7;7;6;1;7
2018/12/06 10:13:33 AM MEZ;1;Abstract;WEATHER;5;2;6;5;6;5;5;5;6;6
2018/12/06 10:20:11 AM MEZ;1;Human;CALL;2;5;4;2;3;5;7;7;3;7
2018/12/06 10:27:51 AM MEZ;1;Human;WEATHER;2;3;3;2;2;6;7;6;6;7
2018/12/06 10:35:22 AM MEZ;1;Abstract;CALL;2;6;3;3;5;7;7;4;2;7
2018/12/06 10:40:45 AM MEZ;1;Invisible;CALL;2;7;1;1;7;7;7;6;1;7
2018/12/06 2:20:51 PM MEZ;2;Abstract;SMS;2;3;3;3;6;6;6;5;3;6
2018/12/06 2:32:15 PM MEZ;2;Invisible;SMS;1;2;2;3;7;6;1;2;6;6
2018/12/06 2:40:58 PM MEZ;2;Human;SMS;2;6;2;2;2;7;7;6;2;5
2018/12/06 2:50:41 PM MEZ;2;Human;CALL;5;5;4;2;2;6;6;6;2;5
2018/12/06 2:57:05 PM MEZ;2;Invisible;WEATHER;1;4;1;4;7;7;5;4;4;5
2018/12/06 3:06:04 PM MEZ;2;Abstract;CALL;2;6;2;2;6;6;7;6;2;6
2018/12/06 3:22:54 PM MEZ;2;Abstract;WEATHER;3;6;3;3;5;6;7;5;3;4
2018/12/06 3:28:26 PM MEZ;2;Invisible;CALL;2;5;2;4;7;7;6;5;3;6
2018/12/06 3:32:53 PM MEZ;2;Human;WEATHER;2;6;2;2;2;6;7;6;3;4
2018/12/10 9:17:53 AM MEZ;3;Invisible;SMS;2;4;3;4;5;2;2;2;4;5
2018/12/10 9:26:03 AM MEZ;3;Human;CALL;2;6;2;2;2;5;6;5;2;6
2018/12/10 9:34:29 AM MEZ;3;Abstract;SMS;2;1;5;5;5;3;5;4;5;5
2018/12/10 2:23:16 PM MEZ;4;Human;CALL;1;6;1;1;4;6;2;6;1;4
2018/12/10 2:34:55 PM MEZ;4;Abstract;CALL;1;4;1;6;7;6;6;6;5;5
2018/12/10 2:41:17 PM MEZ;4;Invisible;SMS;1;7;1;1;7;7;1;7;1;7
2018/12/10 2:45:33 PM MEZ;4;Invisible;CALL;1;7;1;1;6;7;1;6;1;6
2018/12/10 2:50:34 PM MEZ;4;Abstract;SMS;1;5;1;1;3;6;7;6;2;6
2018/12/10 2:55:25 PM MEZ;4;Human;WEATHER;1;7;1;1;3;6;1;6;1;6
2018/12/10 2:59:11 PM MEZ;4;Human;SMS;1;6;1;1;1;6;2;6;1;6
2018/12/10 3:02:45 PM MEZ;4;Abstract;WEATHER;1;6;1;2;5;7;7;7;1;6
2018/12/10 3:05:42 PM MEZ;4;Invisible;WEATHER;1;4;2;2;7;7;1;1;2;6
2018/12/10 4:01:18 PM MEZ;3;Abstract;CALL;2;2;2;5;5;4;5;4;4;5
2018/12/10 4:07:29 PM MEZ;3;Human;SMS;2;6;2;2;2;6;6;6;2;6
2018/12/10 4:13:08 PM MEZ;3;Invisible;CALL;2;3;4;4;6;4;3;3;4;6
2018/12/10 4:18:04 PM MEZ;3;Invisible;WEATHER;3;4;3;3;6;5;5;4;4;6
2018/12/10 4:22:20 PM MEZ;3;Human;WEATHER;2;6;2;2;2;6;6;6;2;6
2018/12/10 4:31:35 PM MEZ;3;Abstract;WEATHER;6;2;6;5;6;4;4;4;5;3
2018/12/10 6:18:13 PM MEZ;5;Abstract;CALL;6;2;7;7;6;6;6;1;7;1
2018/12/10 6:26:16 PM MEZ;5;Invisible;CALL;1;4;1;4;5;4;1;1;2;7
2018/12/10 6:33:54 PM MEZ;5;Human;CALL;2;5;2;3;1;6;5;6;2;7
2018/12/10 6:41:26 PM MEZ;5;Human;WEATHER;3;3;3;3;2;5;6;7;2;5
2018/12/10 6:49:37 PM MEZ;5;Invisible;SMS;7;4;7;3;5;5;5;6;5;1
2018/12/10 6:56:44 PM MEZ;5;Abstract;WEATHER;3;2;6;4;5;5;6;3;7;4
2018/12/10 7:06:37 PM MEZ;5;Abstract;SMS;6;2;7;6;5;5;5;3;7;1
2018/12/10 7:13:30 PM MEZ;5;Invisible;WEATHER;1;4;1;3;5;6;1;1;3;7
2018/12/10 7:23:02 PM MEZ;5;Human;SMS;2;6;2;2;2;6;5;6;2;6
2018/12/11 2:27:43 PM MEZ;6;Invisible;CALL;2;4;5;5;4;5;2;2;5;3
2018/12/11 2:36:08 PM MEZ;6;Human;WEATHER;1;5;2;3;3;3;5;7;2;6
2018/12/11 2:40:44 PM MEZ;6;Abstract;CALL;3;3;4;5;6;5;5;4;5;6
2018/12/11 2:48:11 PM MEZ;6;Abstract;WEATHER;3;4;3;4;5;5;5;5;4;5
2018/12/11 3:03:01 PM MEZ;6;Human;CALL;3;6;3;3;3;4;3;7;2;6
2018/12/11 3:11:47 PM MEZ;6;Invisible;WEATHER;6;4;5;5;6;5;4;2;5;4
2018/12/11 3:21:39 PM MEZ;6;Invisible;SMS;4;3;5;5;6;5;4;3;5;5
2018/12/11 3:27:30 PM MEZ;6;Human;SMS;2;6;2;2;3;4;3;6;2;6
2018/12/11 3:36:05 PM MEZ;6;Abstract;SMS;2;5;2;2;5;5;2;6;2;6
2018/12/11 6:52:52 PM MEZ;7;Human;WEATHER;2;4;3;2;3;5;5;5;3;4
2018/12/11 6:59:49 PM MEZ;7;Abstract;WEATHER;2;4;2;3;5;5;5;5;4;5
2018/12/11 7:08:49 PM MEZ;7;Invisible;CALL;2;4;2;1;6;6;6;6;2;6
2018/12/11 7:14:32 PM MEZ;7;Invisible;WEATHER;2;4;3;3;6;6;3;5;4;5
2018/12/11 7:20:49 PM MEZ;7;Abstract;CALL;2;5;2;2;3;5;4;5;3;6
2018/12/11 7:27:25 PM MEZ;7;Human;SMS;2;5;3;3;3;5;4;5;3;5
2018/12/11 7:44:45 PM MEZ;7;Human;CALL;4;4;3;4;4;6;5;5;3;6
2018/12/11 7:53:42 PM MEZ;7;Abstract;SMS;2;5;3;3;5;5;5;5;3;6
2018/12/11 7:59:45 PM MEZ;7;Invisible;SMS;2;4;2;2;3;6;3;5;2;6
2018/12/12 9:42:01 AM MEZ;8;Abstract;WEATHER;2;4;3;3;5;5;5;5;3;6
2018/12/12 9:52:31 AM MEZ;8;Invisible;WEATHER;2;4;2;3;5;5;3;3;6;4
2018/12/12 10:05:16 AM MEZ;8;Human;WEATHER;2;6;2;2;2;5;3;5;6;6
2018/12/12 10:15:01 AM MEZ;8;Human;SMS;2;6;1;2;1;5;3;5;2;5
2018/12/12 10:25:01 AM MEZ;8;Invisible;CALL;1;5;1;2;4;5;3;5;2;7
2018/12/12 10:33:52 AM MEZ;8;Abstract;SMS;2;6;2;3;5;5;4;4;3;5
2018/12/12 10:43:38 AM MEZ;8;Abstract;CALL;2;5;2;2;4;5;4;4;2;5
2018/12/12 10:51:42 AM MEZ;8;Invisible;SMS;1;4;1;2;4;5;3;4;1;6
2018/12/12 10:59:51 AM MEZ;8;Human;CALL;3;6;2;1;2;5;2;5;2;5
2018/12/12 11:28:44 AM MEZ;9;Invisible;WEATHER;6;6;2;2;2;5;2;6;2;4
2018/12/12 11:39:37 AM MEZ;9;Human;SMS;2;6;2;2;1;6;2;6;2;4
2018/12/12 11:48:39 AM MEZ;9;Abstract;WEATHER;3;3;5;4;7;4;6;4;7;5
2018/12/12 11:56:24 AM MEZ;9;Abstract;SMS;3;4;5;4;6;3;5;3;2;6
2018/12/12 12:04:05 PM MEZ;9;Human;WEATHER;4;6;2;2;1;6;2;6;2;6
2018/12/12 12:11:59 PM MEZ;9;Invisible;SMS;2;3;3;3;3;4;3;5;3;5
2018/12/12 12:23:08 PM MEZ;9;Invisible;CALL;1;2;4;4;7;2;5;4;6;2
2018/12/12 12:37:53 PM MEZ;9;Human;CALL;3;5;3;2;1;6;2;6;2;2
2018/12/12 12:44:13 PM MEZ;9;Abstract;CALL;4;2;2;4;7;5;4;4;2;4
2018/12/12 2:21:54 PM MEZ;10;Invisible;CALL;2;4;3;3;4;4;4;5;3;4
2018/12/12 2:33:23 PM MEZ;10;Abstract;CALL;2;5;4;3;6;6;5;4;3;3
2018/12/12 2:41:58 PM MEZ;10;Human;WEATHER;4;2;4;4;4;3;2;4;5;3
2018/12/12 2:52:48 PM MEZ;10;Human;CALL;4;3;5;5;6;3;2;3;5;2
2018/12/12 3:03:07 PM MEZ;10;Abstract;WEATHER;3;6;2;2;5;6;6;4;2;5
2018/12/12 3:15:21 PM MEZ;10;Invisible;SMS;2;4;4;3;1;6;6;6;2;6
2018/12/12 3:30:51 PM MEZ;10;Invisible;WEATHER;4;6;2;2;2;6;6;6;2;5
2018/12/12 3:40:21 PM MEZ;10;Abstract;SMS;2;6;2;2;5;6;6;5;2;5
2018/12/12 3:47:23 PM MEZ;10;Human;SMS;3;2;3;2;4;3;3;3;5;3
2018/12/12 5:12:48 PM MEZ;11;Human;WEATHER;5;3;5;5;7;3;2;5;3;2
2018/12/12 5:22:01 PM MEZ;11;Invisible;CALL;2;4;1;1;4;6;4;2;1;6
2018/12/12 5:29:31 PM MEZ;11;Abstract;WEATHER;5;1;5;5;6;5;3;2;5;3
2018/12/12 5:36:01 PM MEZ;11;Abstract;CALL;5;2;6;6;6;5;3;2;5;2
2018/12/12 5:40:19 PM MEZ;11;Invisible;WEATHER;2;4;1;4;4;6;7;1;2;6
2018/12/12 5:46:50 PM MEZ;11;Human;CALL;5;2;5;6;6;2;2;5;5;3
2018/12/12 5:53:03 PM MEZ;11;Human;SMS;6;2;6;6;5;2;6;5;2;3
2018/12/12 5:59:15 PM MEZ;11;Invisible;SMS;3;4;4;2;4;6;2;2;2;6
2018/12/12 6:03:46 PM MEZ;11;Abstract;SMS;5;2;5;5;6;2;2;2;5;2
2018/12/13 9:08:04 AM MEZ;12;Abstract;WEATHER;1;3;5;4;2;5;3;6;6;2
2018/12/13 9:12:45 AM MEZ;12;Human;WEATHER;1;6;3;3;2;6;2;6;2;2
2018/12/13 9:17:04 AM MEZ;12;Invisible;WEATHER;1;7;1;2;7;6;2;6;2;1
2018/12/13 9:22:30 AM MEZ;12;Invisible;CALL;1;6;3;4;6;6;4;6;2;1
2018/12/13 9:28:18 AM MEZ;12;Human;SMS;1;7;1;1;1;7;1;7;1;1
2018/12/13 9:33:58 AM MEZ;12;Abstract;CALL;1;7;1;1;1;7;3;7;2;1
2018/12/13 9:37:38 AM MEZ;12;Abstract;SMS;1;7;1;1;6;6;2;6;2;1
2018/12/13 9:42:56 AM MEZ;12;Human;CALL;1;7;1;1;2;7;1;6;1;1
2018/12/13 9:47:06 AM MEZ;12;Invisible;SMS;1;7;1;1;7;7;4;6;1;2
2018/12/13 11:23:02 AM MEZ;13;Invisible;WEATHER;2;6;2;3;4;7;5;2;2;5
2018/12/13 11:33:03 AM MEZ;13;Abstract;WEATHER;1;7;2;2;7;7;7;5;2;7
2018/12/13 11:42:45 AM MEZ;13;Human;SMS;2;4;4;4;3;5;5;5;3;5
2018/12/13 11:49:14 AM MEZ;13;Human;WEATHER;2;5;3;4;3;5;5;3;3;4
2018/12/13 11:57:25 AM MEZ;13;Abstract;SMS;1;7;1;1;7;7;7;3;2;6
2018/12/13 12:07:22 PM MEZ;13;Invisible;CALL;5;4;4;3;7;6;5;6;2;6
2018/12/13 12:15:46 PM MEZ;13;Invisible;SMS;2;6;2;2;7;7;6;5;3;6
2018/12/13 12:24:13 PM MEZ;13;Abstract;CALL;1;7;1;1;7;7;7;6;1;7
2018/12/13 12:36:02 PM MEZ;13;Human;CALL;2;5;3;3;3;5;4;5;3;6
2018/12/13 2:13:21 PM MEZ;14;Human;SMS;1;6;2;2;2;2;3;3;2;4
2018/12/13 2:25:44 PM MEZ;14;Invisible;WEATHER;1;4;2;3;6;6;3;4;3;4
2018/12/13 2:33:05 PM MEZ;14;Abstract;SMS;2;1;2;6;3;3;5;4;5;5
2018/12/13 2:39:35 PM MEZ;14;Abstract;WEATHER;2;1;3;5;5;3;5;4;6;6
2018/12/13 2:45:54 PM MEZ;14;Invisible;SMS;3;4;2;4;4;5;3;4;4;5
2018/12/13 2:53:54 PM MEZ;14;Human;WEATHER;1;6;1;2;2;6;2;6;2;7
2018/12/13 3:00:54 PM MEZ;14;Human;CALL;1;6;1;2;2;6;2;6;2;7
2018/12/13 3:07:30 PM MEZ;14;Invisible;CALL;3;4;3;4;6;5;3;4;4;5
2018/12/13 3:12:14 PM MEZ;14;Abstract;CALL;2;2;4;5;7;2;4;4;5;5
2018/12/13 7:06:51 PM MEZ;15;Abstract;SMS;6;3;6;6;6;2;2;2;6;2
2018/12/13 7:22:42 PM MEZ;15;Human;SMS;1;7;1;1;2;7;6;7;2;7
2018/12/13 7:36:32 PM MEZ;15;Invisible;SMS;1;7;1;1;1;7;5;7;2;7
2018/12/13 7:45:06 PM MEZ;15;Invisible;WEATHER;1;7;1;1;1;7;7;7;1;7
2018/12/13 7:59:01 PM MEZ;15;Human;CALL;1;7;1;1;2;7;6;6;2;7
2018/12/13 8:04:57 PM MEZ;15;Abstract;WEATHER;1;2;1;6;7;4;7;2;6;3
2018/12/13 8:11:09 PM MEZ;15;Abstract;CALL;6;2;2;6;7;5;7;2;6;2
2018/12/13 8:16:43 PM MEZ;15;Human;WEATHER;1;7;1;1;2;7;6;6;1;7
2018/12/13 8:23:54 PM MEZ;15;Invisible;CALL;1;7;1;1;1;7;6;7;1;7
2018/12/14 9:14:26 AM MEZ;16;Invisible;SMS;5;3;6;5;7;2;5;2;6;3
2018/12/14 9:24:35 AM MEZ;16;Abstract;SMS;7;1;7;7;7;2;5;1;7;1
2018/12/14 9:39:37 AM MEZ;16;Human;CALL;1;7;1;1;1;7;6;7;1;7
2018/12/14 9:50:22 AM MEZ;16;Human;SMS;7;7;2;1;1;7;6;7;1;6
2018/12/14 10:01:53 AM MEZ;16;Abstract;CALL;7;1;5;7;7;1;5;4;7;1
2018/12/14 10:08:53 AM MEZ;16;Invisible;WEATHER;1;4;1;1;4;7;6;6;2;6
2018/12/14 10:20:30 AM MEZ;16;Invisible;CALL;1;4;1;2;4;7;6;6;2;7
2018/12/14 10:31:26 AM MEZ;16;Abstract;WEATHER;4;3;3;5;7;3;4;5;6;3
2018/12/14 10:40:25 AM MEZ;16;Human;WEATHER;1;7;1;1;1;7;6;6;1;7
2018/12/14 12:52:19 PM MEZ;17;Human;CALL;2;6;1;1;4;6;5;6;2;6
2018/12/14 1:05:45 PM MEZ;17;Invisible;SMS;2;4;5;4;7;6;4;2;4;3
2018/12/14 1:15:22 PM MEZ;17;Abstract;CALL;2;7;1;1;3;6;7;6;2;6
2018/12/14 1:29:01 PM MEZ;17;Abstract;SMS;2;7;2;1;2;6;7;6;1;6
2018/12/14 1:36:01 PM MEZ;17;Invisible;CALL;2;4;4;4;6;6;4;2;4;3
2018/12/14 1:43:12 PM MEZ;17;Human;SMS;2;5;2;2;4;6;6;5;2;4
2018/12/14 1:53:01 PM MEZ;17;Human;WEATHER;2;6;2;2;4;6;7;6;2;6
2018/12/14 1:56:51 PM MEZ;17;Invisible;WEATHER;3;3;2;3;6;6;5;4;4;4
2018/12/14 2:00:25 PM MEZ;17;Abstract;WEATHER;2;7;2;1;3;6;7;6;1;6
2018/12/16 7:42:15 PM MEZ;18;Abstract;CALL;1;7;1;4;1;7;7;7;3;7
2018/12/16 7:53:49 PM MEZ;18;Human;CALL;1;7;1;1;1;7;7;7;1;7
2018/12/16 8:01:17 PM MEZ;18;Invisible;CALL;1;1;1;6;6;7;2;2;6;4
2018/12/16 8:12:13 PM MEZ;18;Invisible;SMS;1;2;2;6;6;6;2;5;2;1
2018/12/16 8:17:28 PM MEZ;18;Human;WEATHER;1;7;1;1;1;7;7;7;2;6
2018/12/16 8:24:04 PM MEZ;18;Abstract;SMS;1;5;5;2;6;7;7;6;2;2
2018/12/16 8:33:49 PM MEZ;18;Abstract;WEATHER;2;4;2;5;6;7;7;6;2;2
2018/12/16 8:39:57 PM MEZ;18;Human;SMS;1;7;1;1;1;7;6;7;2;7
2018/12/16 8:45:57 PM MEZ;18;Invisible;WEATHER;1;1;1;7;7;6;1;2;7;5
